,id,name,name_id,content,timestamp,channel,language,category,vect,logit_predict,Mnb_predict,tree_predict,rf_predict,bg_predict,knn_predict,nn_predict
1888,3.000945673513206e+17,KawaiiPotato,826,"Okay so I found this reference, if any of you guys play or have played the game called mystic messenger, when you go to the great city in nmv or whatever it’s called the chicken looks like 707 When he draws himself",2019-12-23T06:05:55Z,reference-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1892,5.011847579258061e+17,Lotusfire,7402,I'm having the same issue not being able to give the gift to papi,2019-12-20T10:52:29Z,reference-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1914,5.269941952909148e+17,SEu-mehF,325,"Um......hello......would anyone be okay with helping me with something from Tsuki? I'm trying to give a Christmas gift to Pipi, but I can't seem to be able to trigger it....",2019-12-19T22:37:22Z,reference-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1918,6.206410138323517e+17,aereia,7977,"Whenever Lamia says it, i read it in Ariel’s singing voice lol",2019-12-16T12:17:11Z,reference-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,sea,east,sea,east,sea,sea
1929,5.475307919119484e+17,Ashirav,3301,Okay 🐰,2019-12-13T16:19:34Z,reference-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1932,5.475307919119484e+17,Ashirav,3301,And okay!,2019-12-13T16:18:47Z,reference-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1933,5.475307919119484e+17,Ashirav,3301,<@486477132332138496> this is in response to that post above though... And thanks!!,2019-12-13T16:18:13Z,reference-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,sea
1938,5.475307919119484e+17,Ashirav,3301,<@614042911079923722> hey how did u buy the trekking pole?,2019-12-13T16:17:16Z,reference-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1939,4.562265777981358e+17,Deleted User,0,Thanks,2019-11-30T06:55:11Z,reference-discussion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1941,4.8933388851111526e+17,to,6032,"For some reason, Moca asked my Tsuki to have Oolong tea - even though it's night time...

Is this a bug? Maybe because the Chinese new year event ended? (I was in the events area when I opened the app)

Moca just automatically asked (the dialog appeared ) when I travelled to the village central location from the events location.",2020-02-15T15:52:57Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1942,4.8933388851111526e+17,to,6032,"Also, the weird glow around Moca's sprite",2020-02-15T15:53:10Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1943,6.69816992919978e+17,purefire205ta,48,"I thought that was something creepy, because it happens on other characters.",2020-02-15T16:24:34Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1944,1.8493971383923507e+17,Firefly,1663,About the pictures above,2020-02-15T14:16:32Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,eu
1945,1.8493971383923507e+17,Firefly,1663,It was a joke <@392727704614731787>,2020-02-15T14:15:51Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1946,1.8493971383923507e+17,Firefly,1663,Lol,2020-02-15T14:15:41Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1950,1.8493971383923507e+17,Firefly,1663,uninstalling now!,2020-02-15T07:26:56Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1951,1.8493971383923507e+17,Firefly,1663,literally unplayable!,2020-02-15T07:26:52Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,sea,east
1961,4.620550449261445e+17,bones blue,2854,"Yes I have, and I have also followed up by clicking on another ad right after and it always works as long as it’s full screen (like Apple Music or something). I have seen what happens when the internet disconnects mid ad view but this seems different because sometimes the character just disappears instead of saying “no deal” (which is usually what happens when it’s an internet issue)",2020-02-11T17:04:42Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1962,5.64583296814809e+17,BREAD,7623,have you checked to make sure your internet or data connection is strong enough? i know people had issues with that.,2020-02-11T17:01:01Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
1963,4.620550449261445e+17,bones blue,2854,The gap that shows the paused game in the background is what indicates that the ad (no matter what app) will likely not give a reward for viewing in entirety,2020-02-11T16:56:52Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1964,4.620550449261445e+17,bones blue,2854,Cannot send video recording I took of it because discord says 30 seconds is too big... I’ll send screenshot of the ad though,2020-02-11T16:52:32Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1965,4.620550449261445e+17,bones blue,2854,"I am experiencing a bug where I do not receive rewards from ads. It only occurs on ads with the bar that does not fully cover the game screen. I don’t remember seeing these ads when I started the game but now I get quite a few but after watching the ad in full and closing it, the character either vanishes without giving a reward or says “no deal” even though I watched the entire ad. This is affecting my game play as I am not able to get the carrots I expected to get from watching the ad. I have seen this bug on the insurance dog, trash man, owl, and other characters (I assume anyone could give you this ad). Does anyone else experience this bug? And will there be a patch developed so I don’t have a chance of not earning the reward when watching an ad?",2020-02-11T16:51:43Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,eu,east,east,east,east
1966,2.962846922468229e+17,enui,7408,"Oh. In that case it could be better to get rid of it completely, because having mixed languages is a bit weird 😅 but then I guess some players would be turned off.",2020-02-11T16:19:23Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1970,2.962846922468229e+17,enui,7408,"<@392727704614731787> you're welcome! There's also some parts that are untranslated, but I guess that's because you haven't gotten around to it yet.",2020-02-11T11:39:08Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,sea,sea,east,east,east
1978,2.962846922468229e+17,enui,7408,"Are translation issues considered bugs? Because in the Italian version, the swing blueprints are called ""sedia a dondolo"" (which means ""rocking chair""). The correct translation for swing is ""altalena"".",2020-02-11T11:28:15Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1980,6.712196989850747e+17,majj,8630,Sometimes when i talk to the dog in the great city (the one who gives you money) I will say yes to watching the ads but it will end up not showing them to me? Like it thinks I said no even though I said yes,2020-02-10T03:34:27Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1981,1.8493971383923507e+17,Firefly,1663,😂,2020-02-09T10:27:06Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1982,1.8493971383923507e+17,Firefly,1663,get a shorter phone,2020-02-09T10:27:02Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1983,1.8493971383923507e+17,Firefly,1663,your phone's too long,2020-02-09T10:26:57Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1984,5.64583296814809e+17,BREAD,7623,you can see the picture frame on the top of the screen before you take a pic,2020-02-09T01:13:47Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
1985,2.4422784799932416e+17,cinnaini,5050,I zoomed in and it looks like he’s hitting his arm rather than the drum? 🤔,2020-02-05T09:21:12Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
1989,2.4422784799932416e+17,cinnaini,5050,I dont think tsuki was supposed to appear on top of him cx,2020-02-05T09:18:36Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1990,2.4422784799932416e+17,cinnaini,5050,Is it supposed to look like that? <:peep:560680122240466944>,2020-02-05T09:18:04Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1991,2.4422784799932416e+17,cinnaini,5050,https://media.discordapp.net/attachments/512688331801362452/674543731591872523/20-02-05-10-15-18.mp4,2020-02-05T09:17:33Z,tsuki-bug,,,[0.         0.56747579 0.         ... 0.         0.         0.        ],east,east,east,eu,east,east,eu
1992,2.1474404369799578e+17,Fredd8,6409,Sorry <:busted:560675378889490445>,2020-02-04T14:03:28Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
1996,2.1474404369799578e+17,Fredd8,6409,She got kidnapped ||by ed||,2020-02-04T09:38:35Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1997,2.3447909801617e+17,merureads,5814,#bringpipiback,2020-02-04T05:55:57Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1998,2.3447909801617e+17,merureads,5814,🥺,2020-02-04T05:55:22Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2002,2.3447909801617e+17,merureads,5814,Oh no! I used to see her all the time,2020-02-04T05:54:04Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,sea
2003,2.3447909801617e+17,merureads,5814,I know the event is done but I'm wondering where Pipi is,2020-02-04T05:53:49Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,eu
2007,2.3447909801617e+17,merureads,5814,"Help, I've been unable to spot Pipi since the Christmas event. I was supposed to give her a gift but I never found her and have yet to see her since then.",2020-02-04T05:53:18Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2008,1.776104864124764e+17,Fauxfire76-PixieBomb,6416,Much appreciated,2020-02-03T22:49:57Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2009,1.776104864124764e+17,Fauxfire76-PixieBomb,6416,I did go ahead and post in questions as well.,2020-02-03T22:49:54Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,east
2010,1.776104864124764e+17,Fauxfire76-PixieBomb,6416,Ah thanks for the info <@!392727704614731787> I was able to install the game on my S10 without issue but it doesn't go beyond the blank screen after playing the Hyperbeard logo.,2020-02-03T22:49:45Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2017,1.776104864124764e+17,Fauxfire76-PixieBomb,6416,Had to cancel my Club Moon since I can't get the game to run on my new phone.,2020-02-03T22:37:33Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2018,2.746646165529559e+17,Ibro02,3031,Bruh thanks,2020-02-03T17:14:17Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2021,2.746646165529559e+17,Ibro02,3031,I keep trying to interact with the recycling cow but it won’t pull up an ad no matter what option o pick 😦,2020-02-03T15:22:58Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2022,5.475307919119484e+17,Ashirav,3301,Ookk,2020-02-03T09:17:42Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2026,5.475307919119484e+17,Ashirav,3301,Oh i will ask her that. Thanks kiyo  <@392727704614731787> <:mocahype:558657922603810826>,2020-02-03T09:17:06Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,east
2033,5.475307919119484e+17,Ashirav,3301,But the icons to go there don't appear,2020-02-03T09:16:52Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,east
2037,5.475307919119484e+17,Ashirav,3301,Cleared tsuki cache etc,2020-02-03T09:16:41Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2038,5.475307919119484e+17,Ashirav,3301,She*,2020-02-03T09:16:30Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2039,5.475307919119484e+17,Ashirav,3301,He even uninstalled etc,2020-02-03T09:16:27Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2040,5.475307919119484e+17,Ashirav,3301,She has been playing for a long time and has never able to go there,2020-02-03T09:16:22Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2044,2.1474404369799578e+17,Fredd8,6409,Small glitch but,2020-02-03T05:23:51Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2045,2.1474404369799578e+17,Fredd8,6409,Swing phases through carrot,2020-02-03T05:23:52Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2046,1.8493971383923507e+17,Firefly,1663,0/10 totally unplayable!,2020-02-03T08:36:51Z,tsuki-bug,,,[0. 1. 0. ... 0. 0. 0.],east,east,east,sea,east,east,sea
2047,1.8493971383923507e+17,Firefly,1663,Uninstalling now,2020-02-03T08:36:58Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2048,1.776104864124764e+17,Fauxfire76-PixieBomb,6416,Got a new phone (Galaxy S10 Verizon) and now Tsuki won't load. 😦 The opening logo plays and then the screen is blank. Uninstalled and reinstalled with no effect.,2020-02-02T21:54:23Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,sea,east
2051,4.73533056162988e+17,츠설(tsushol),8891,This scene doesn't have a conversation. Or not?,2020-02-01T09:10:26Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,sea,east
2055,5.367781217481523e+17,Shirley,546,Why can't i open my tsuki anymore :(,2020-01-01T00:40:52Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,east
2058,5.367781217481523e+17,Shirley,546,Android!,2020-01-02T00:15:48Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,sea
2063,4.1463570627139994e+17,vickiicx,57,i still have it,2019-12-31T01:17:33Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2068,2.962846922468229e+17,enui,7408,"Ooof, I cannot check, I'm on the train",2019-12-30T23:06:59Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,eu
2072,2.1474404369799578e+17,Fredd8,6409,"The Christmas event only ends 15 January, yes? 
The whole thing is gone now! D:",2019-12-30T17:41:50Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2074,4.5186632306917376e+17,phampyk,3802,<@358938705160962050> I tried several times :(,2019-12-30T10:16:45Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2077,3.6370126773603526e+17,dg,7162,"There is no bug, but it tends to work on me after the 5th/6th visit.",2019-12-30T03:09:22Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,sea,east
2091,4.5186632306917376e+17,phampyk,3802,"I hadn't been able to give the present to Yori yet :( I even traveled to other places and came back. Tried at the dock, tried at the shop... Nikolai keeps saying that all the presents are given... I've got red hearts with everyone... I wish I could finish this. Any other ideas I could try?",2019-12-29T16:43:35Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,sea,sea
2092,5.6453522328348256e+17,Alice99,1188,"<@646881459788972045>  I have the same problem, but only in the great city and I don't know why",2019-12-29T12:55:07Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,eu
2093,3.6370126773603526e+17,dg,7162,"On version 1.11.11, if you switch your wallpaper to the Peppermint Wallpaper at least once, your Original Wallpaper will always be stuck as the Peppermint Wallpaper.",2019-12-29T06:57:21Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,eu
2094,6.46881459788972e+17,thathawaiiangirl,6763,"When I go to the great city, forest and yukiyama the nikolai there doesnt give me any presents to give out, only says how cold it is or how busy he is.  My friendship levels are all red with the exception of kubo (blue) and some of the forest animals (orange) but this should be high enough right?  I already completed all the gifts for mushroom village, so that one worked fine, but it’s not letting me do anything else, does anyone know how to fix this",2019-12-29T06:02:03Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2095,4.73533056162988e+17,츠설(tsushol),8891,<#558274151249608714>,2019-12-28T03:41:50Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
2096,6.417876429331497e+17,Here There Be Dragons,8771,"Also does anyone know if there is a fix for the problem of the blimp issue?  When you arrive at someplace on the blimp and when time in location is up, we are being sent back to the train, bus or car for that location instead of the blimp.  I know that we can always use the countryroad code, But it kind of defeats the purpose to pay for the monthly fee for the blimp if you can’t continue the journeys in order.  Maybe the guy that asks if you are ready to leave yet can ask you which location you wish to travel to next.",2019-12-28T03:31:10Z,tsuki-bug,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,eu
